,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
18426458,2021-08-11 09:43:23.296884+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,18945.0
9996743,2021-06-15 14:51:06.545171+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,True,35.0,1,a-23,7150.0
952875,2021-01-27 19:34:45.681834+00:00,x,y,2021-02-03 16:00:00+00:00,2021-02-03 17:55:00+00:00,beta,True,35.0,0,b-19,9564.0
10186417,2021-06-17 08:08:59.316838+00:00,x,y,2021-08-15 09:45:00+00:00,2021-08-15 11:45:00+00:00,gamma,True,20.0,1,c-2,6900.0
12992095,2021-07-05 18:10:07.075444+00:00,x,y,2021-07-11 07:00:00+00:00,2021-07-11 09:00:00+00:00,alpha,True,15.0,1,a-5,12945.0
1411397,2021-02-08 09:07:07.860178+00:00,x,y,2021-02-09 11:00:00+00:00,2021-02-09 13:00:00+00:00,gamma,True,32.0,2,c-4,10400.0
7575791,2021-05-23 15:07:48.198697+00:00,x,y,2021-06-09 05:00:00+00:00,2021-06-09 07:00:00+00:00,alpha,True,35.0,1,a-1,7520.0
18070917,2021-08-09 21:50:51.693675+00:00,x,y,2021-08-15 13:00:00+00:00,2021-08-15 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
4133143,2021-04-01 09:35:49.032202+00:00,x,y,2021-04-02 17:00:00+00:00,2021-04-02 18:59:00+00:00,gamma,True,20.0,1,c-6,9800.0
1906646,2021-02-19 14:40:45.218672+00:00,x,y,2021-03-01 17:00:00+00:00,2021-03-01 18:59:00+00:00,gamma,True,20.0,1,c-6,12500.0
18958721,2021-08-13 19:52:33.198266+00:00,x,y,2021-09-27 17:00:00+00:00,2021-09-27 18:59:00+00:00,gamma,True,20.0,2,c-6,7870.0
10159556,2021-06-17 01:11:57.372305+00:00,x,y,2021-06-28 16:00:00+00:00,2021-06-28 18:00:00+00:00,alpha,True,15.0,1,a-23,6531.0
9517397,2021-06-12 09:20:42.052725+00:00,x,y,2021-06-20 13:00:00+00:00,2021-06-20 15:00:00+00:00,alpha,True,35.0,1,a-9,7124.0
9817810,2021-06-14 09:24:52.341730+00:00,x,y,2021-07-06 09:45:00+00:00,2021-07-06 11:45:00+00:00,gamma,True,20.0,2,c-2,7900.0
5344910,2021-04-23 13:28:51.091204+00:00,x,y,2021-07-15 17:00:00+00:00,2021-07-15 18:59:00+00:00,gamma,True,20.0,1,c-6,8650.0
17560693,2021-08-07 14:01:07.274992+00:00,x,y,2021-12-14 05:00:00+00:00,2021-12-14 06:55:00+00:00,beta,True,40.0,0,b-1,8380.0
8424124,2021-06-01 20:36:15.622141+00:00,x,y,2021-06-09 05:00:00+00:00,2021-06-09 07:00:00+00:00,gamma,True,20.0,2,c-2,11900.0
1759017,2021-02-16 09:36:11.447424+00:00,x,y,2021-03-06 13:30:00+00:00,2021-03-06 15:40:00+00:00,alpha,True,35.0,1,a-5,12500.0
20526961,2021-08-22 20:03:44.961929+00:00,x,y,2021-09-06 10:00:00+00:00,2021-09-06 12:00:00+00:00,alpha,True,15.0,1,a-7,7524.0
676877,2021-01-20 11:14:53.331393+00:00,x,y,2021-01-21 05:15:00+00:00,2021-01-21 07:25:00+00:00,alpha,True,0.0,0,a-1,8739.0
9937928,2021-06-15 06:27:39.398909+00:00,x,y,2021-08-01 10:00:00+00:00,2021-08-01 12:00:00+00:00,alpha,True,15.0,1,a-7,7150.0
11813959,2021-06-29 12:22:54.393494+00:00,x,y,2021-07-01 04:00:00+00:00,2021-07-01 06:00:00+00:00,alpha,True,15.0,1,a-1,11807.0
13170894,2021-07-06 16:42:26.545995+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 18:00:00+00:00,alpha,True,15.0,1,a-23,18945.0
14578594,2021-07-15 14:21:56.760161+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 16:00:00+00:00,gamma,True,20.0,1,c-4,15075.0
4415226,2021-04-08 18:45:12.535276+00:00,x,y,2021-05-02 05:00:00+00:00,2021-05-02 07:00:00+00:00,gamma,True,20.0,1,c-2,8650.0
9272810,2021-06-10 06:55:57.386803+00:00,x,y,2021-07-11 17:00:00+00:00,2021-07-11 18:59:00+00:00,gamma,True,20.0,2,c-6,11900.0
10120634,2021-06-16 16:00:48.370914+00:00,x,y,2021-06-20 09:45:00+00:00,2021-06-20 11:45:00+00:00,gamma,True,20.0,2,c-2,8500.0
5913597,2021-05-01 04:03:24.392596+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,alpha,True,35.0,1,a-1,6995.0
9591663,2021-06-12 18:09:18.383689+00:00,x,y,2021-06-14 16:00:00+00:00,2021-06-14 18:00:00+00:00,alpha,True,35.0,1,a-23,7150.0
19388178,2021-08-16 07:58:25.014729+00:00,x,y,2021-08-30 14:00:00+00:00,2021-08-30 15:55:00+00:00,beta,True,20.0,0,b-9,6900.0
20131778,2021-08-20 09:18:21.778778+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20.0,2,c-6,29185.0
12578762,2021-07-03 16:29:46.835341+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20.0,2,c-2,20105.0
3161334,2021-03-13 05:40:02.675421+00:00,x,y,2021-04-06 15:30:00+00:00,2021-04-06 17:30:00+00:00,alpha,True,15.0,1,a-7,9798.0
6465628,2021-05-09 08:00:07.078597+00:00,x,y,2021-05-22 13:00:00+00:00,2021-05-22 15:00:00+00:00,alpha,True,15.0,1,a-5,7796.0
14175754,2021-07-12 20:16:30.486193+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,alpha,True,15.0,1,a-7,14945.0
6039948,2021-05-02 22:05:12.667830+00:00,x,y,2021-05-06 17:00:00+00:00,2021-05-06 18:59:00+00:00,gamma,True,20.0,1,c-6,7640.0
5583478,2021-04-26 10:47:09.997335+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,alpha,True,15.0,1,a-1,8048.0
12869196,2021-07-05 07:10:12.185908+00:00,x,y,2021-07-12 14:00:00+00:00,2021-07-12 16:00:00+00:00,gamma,True,20.0,1,c-4,13130.0
3831294,2021-03-25 16:47:38.525621+00:00,x,y,2021-03-28 15:30:00+00:00,2021-03-28 17:30:00+00:00,alpha,True,35.0,1,a-7,10799.0
8552340,2021-06-03 04:33:50.665917+00:00,x,y,2021-06-03 10:00:00+00:00,2021-06-03 12:00:00+00:00,alpha,True,15.0,1,a-7,9403.0
12536801,2021-07-03 12:21:55.502274+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,True,20.0,2,c-2,11900.0
4761564,2021-04-18 18:08:40.353963+00:00,x,y,2021-05-02 05:00:00+00:00,2021-05-02 07:00:00+00:00,gamma,True,20.0,1,c-2,7640.0
3751697,2021-03-24 05:54:38.742927+00:00,x,y,2021-04-07 15:30:00+00:00,2021-04-07 17:30:00+00:00,alpha,True,15.0,1,a-7,9798.0
187264,2021-01-05 17:00:30.862980+00:00,x,y,2021-02-01 05:15:00+00:00,2021-02-01 07:25:00+00:00,alpha,True,20.0,1,a-1,10227.0
11327678,2021-06-26 09:28:13.552840+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,35.0,1,a-5,11072.0
1025519,2021-01-29 15:43:02.027005+00:00,x,y,2021-02-16 05:00:00+00:00,2021-02-16 06:55:00+00:00,beta,True,35.0,0,b-1,9553.0
13432295,2021-07-08 06:14:11.984144+00:00,x,y,2021-08-08 05:00:00+00:00,2021-08-08 06:55:00+00:00,beta,True,40.0,0,b-1,8170.0
1834931,2021-02-17 19:41:23.899654+00:00,x,y,2021-02-20 05:00:00+00:00,2021-02-20 06:55:00+00:00,beta,True,20.0,0,b-1,11515.0
13081931,2021-07-06 08:27:21.383268+00:00,x,y,2021-07-22 04:00:00+00:00,2021-07-22 06:00:00+00:00,alpha,True,15.0,1,a-1,9045.0
21299989,2021-08-28 06:49:51.441598+00:00,x,y,2021-09-27 17:00:00+00:00,2021-09-27 18:59:00+00:00,gamma,True,20.0,2,c-6,7870.0
4483813,2021-04-10 17:47:52.875461+00:00,x,y,2021-04-12 05:00:00+00:00,2021-04-12 07:00:00+00:00,alpha,True,15.0,1,a-1,8048.0
503560,2021-01-15 08:50:16.382083+00:00,x,y,2021-01-22 16:00:00+00:00,2021-01-22 18:10:00+00:00,alpha,True,0.0,0,a-7,8739.0
13547041,2021-07-08 19:10:13.378595+00:00,x,y,2021-07-31 13:00:00+00:00,2021-07-31 15:00:00+00:00,alpha,True,35.0,1,a-9,12645.0
20504234,2021-08-22 17:18:31.416616+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,gamma,True,20.0,1,c-2,9785.0
16967144,2021-08-03 10:41:11.275831+00:00,x,y,2021-08-11 13:00:00+00:00,2021-08-11 15:00:00+00:00,alpha,True,15.0,1,a-9,7524.0
10645046,2021-06-21 06:15:50.167728+00:00,x,y,2021-07-02 05:00:00+00:00,2021-07-02 07:00:00+00:00,alpha,True,15.0,1,a-1,6850.0
2850604,2021-03-08 15:40:42.249018+00:00,x,y,2021-03-26 11:00:00+00:00,2021-03-26 13:00:00+00:00,gamma,True,20.0,1,c-4,7390.0
6656753,2021-05-12 00:40:50.446787+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 13:00:00+00:00,gamma,True,20.0,2,c-4,8640.0
19329658,2021-08-15 20:12:23.393565+00:00,x,y,2021-09-08 04:40:00+00:00,2021-09-08 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
6277415,2021-05-06 08:38:16.205841+00:00,x,y,2021-07-17 13:30:00+00:00,2021-07-17 15:30:00+00:00,alpha,True,35.0,1,a-5,8290.0
6097901,2021-05-03 18:21:02.030030+00:00,x,y,2021-05-08 05:00:00+00:00,2021-05-08 07:00:00+00:00,alpha,True,15.0,1,a-1,6495.0
10617081,2021-06-20 20:26:54.214396+00:00,x,y,2021-06-27 10:00:00+00:00,2021-06-27 12:00:00+00:00,alpha,True,15.0,1,a-7,11807.0
4954497,2021-04-20 07:12:23.942282+00:00,x,y,2021-05-13 15:30:00+00:00,2021-05-13 17:30:00+00:00,alpha,True,35.0,1,a-7,8290.0
7564810,2021-05-23 12:39:59.348457+00:00,x,y,2021-05-31 14:00:00+00:00,2021-05-31 15:55:00+00:00,beta,True,20.0,0,b-9,7395.0
1934870,2021-02-20 09:58:28.883332+00:00,x,y,2021-02-28 17:00:00+00:00,2021-02-28 18:59:00+00:00,gamma,True,20.0,1,c-6,12500.0
1099715,2021-01-31 15:03:40.779077+00:00,x,y,2021-02-09 05:00:00+00:00,2021-02-09 07:00:00+00:00,gamma,True,32.0,1,c-2,9405.0
7899163,2021-05-27 19:35:28.516113+00:00,x,y,2021-06-26 10:00:00+00:00,2021-06-26 12:00:00+00:00,alpha,True,15.0,1,a-9,7124.0
16168283,2021-07-27 14:43:05.517893+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,15.0,1,a-1,12945.0
6320571,2021-05-06 23:25:35.270894+00:00,x,y,2021-05-26 15:30:00+00:00,2021-05-26 17:30:00+00:00,alpha,True,35.0,1,a-7,8290.0
4406028,2021-04-08 14:29:18.157895+00:00,x,y,2021-05-15 13:30:00+00:00,2021-05-15 15:30:00+00:00,alpha,True,35.0,1,a-5,8605.0
19992672,2021-08-19 13:30:38.495237+00:00,x,y,2021-09-05 10:00:00+00:00,2021-09-05 12:00:00+00:00,gamma,True,20.0,1,c-2,7500.0
18060724,2021-08-09 20:49:37.029466+00:00,x,y,2021-08-29 13:00:00+00:00,2021-08-29 15:00:00+00:00,alpha,True,15.0,1,a-9,7524.0
4083957,2021-03-31 06:27:29.484204+00:00,x,y,2021-04-01 05:00:00+00:00,2021-04-01 07:00:00+00:00,alpha,True,35.0,1,a-1,10799.0
5526508,2021-04-25 17:13:44.425346+00:00,x,y,2021-05-05 13:30:00+00:00,2021-05-05 15:30:00+00:00,alpha,True,15.0,1,a-5,5495.0
12575704,2021-07-03 16:11:07.060069+00:00,x,y,2021-07-20 14:00:00+00:00,2021-07-20 16:00:00+00:00,gamma,True,20.0,1,c-4,8750.0
21300424,2021-08-28 06:52:23.074277+00:00,x,y,2021-08-31 07:00:00+00:00,2021-08-31 09:00:00+00:00,alpha,True,15.0,1,a-5,9045.0
7515178,2021-05-22 20:28:13.778581+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 06:55:00+00:00,beta,True,20.0,0,b-1,7395.0
2000339,2021-02-22 06:10:03.857392+00:00,x,y,2021-03-23 13:30:00+00:00,2021-03-23 15:40:00+00:00,alpha,True,15.0,1,a-5,12495.0
18538326,2021-08-11 18:55:10.216397+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20.0,1,c-6,10040.0
16514820,2021-07-30 10:21:07.929568+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,35.0,1,a-5,17745.0
17108183,2021-08-04 13:56:08.464226+00:00,x,y,2021-08-14 17:05:00+00:00,2021-08-14 19:05:00+00:00,omega,True,20.0,1,d-5,6870.0
16674638,2021-07-31 17:08:49.796719+00:00,x,y,2021-08-06 05:00:00+00:00,2021-08-06 07:00:00+00:00,alpha,True,15.0,1,a-1,8300.0
4558601,2021-04-13 07:08:04.498002+00:00,x,y,2021-04-13 15:30:00+00:00,2021-04-13 17:30:00+00:00,alpha,True,35.0,1,a-7,8605.0
14622802,2021-07-15 20:38:59.603625+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,alpha,True,15.0,1,a-7,12945.0
4810025,2021-04-19 09:42:29.842201+00:00,x,y,2021-04-30 05:00:00+00:00,2021-04-30 07:00:00+00:00,gamma,True,0.0,0,c-2,7065.0
13045819,2021-07-06 04:22:24.774323+00:00,x,y,2021-07-27 07:00:00+00:00,2021-07-27 09:00:00+00:00,alpha,True,15.0,1,a-5,9045.0
17378166,2021-08-06 13:05:42.844316+00:00,x,y,2021-08-20 14:00:00+00:00,2021-08-20 16:00:00+00:00,gamma,True,20.0,1,c-4,8525.0
3618787,2021-03-21 05:46:12.873965+00:00,x,y,2021-03-26 15:30:00+00:00,2021-03-26 17:30:00+00:00,alpha,True,15.0,1,a-7,9798.0
13397439,2021-07-07 20:37:56.166450+00:00,x,y,2021-07-08 16:00:00+00:00,2021-07-08 18:00:00+00:00,alpha,True,15.0,1,a-23,14945.0
18656872,2021-08-12 11:09:27.776358+00:00,x,y,2021-08-13 05:30:00+00:00,2021-08-13 07:30:00+00:00,gamma,True,20.0,2,c-2,9525.0
6882238,2021-05-15 22:22:00.813925+00:00,x,y,2021-06-07 13:30:00+00:00,2021-06-07 15:30:00+00:00,alpha,True,35.0,1,a-5,6995.0
14030839,2021-07-11 21:54:38.509446+00:00,x,y,2021-07-27 14:00:00+00:00,2021-07-27 16:00:00+00:00,gamma,True,20.0,1,c-4,11300.0
18640314,2021-08-12 09:40:17.831970+00:00,x,y,2021-08-24 04:40:00+00:00,2021-08-24 06:40:00+00:00,omega,True,20.0,1,d-1,7950.0
9547171,2021-06-12 12:35:34.936216+00:00,x,y,2021-06-26 10:00:00+00:00,2021-06-26 12:00:00+00:00,alpha,True,35.0,1,a-7,7124.0
13405889,2021-07-07 23:02:28.507094+00:00,x,y,2021-07-28 14:00:00+00:00,2021-07-28 16:00:00+00:00,gamma,True,20.0,2,c-4,11285.0
12815440,2021-07-04 20:13:27.047947+00:00,x,y,2021-07-12 13:00:00+00:00,2021-07-12 15:00:00+00:00,alpha,True,15.0,1,a-9,11245.0
16142177,2021-07-27 11:05:58.902152+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,15.0,1,a-7,9045.0
3490652,2021-03-18 15:35:02.427900+00:00,x,y,2021-04-05 11:00:00+00:00,2021-04-05 13:00:00+00:00,gamma,True,20.0,1,c-4,9800.0
12518553,2021-07-03 10:39:19.075296+00:00,x,y,2021-07-14 07:00:00+00:00,2021-07-14 09:00:00+00:00,alpha,True,15.0,1,a-5,12945.0
6991486,2021-05-17 06:15:36.199471+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 07:00:00+00:00,gamma,True,20.0,2,c-2,8390.0
6695500,2021-05-12 17:43:33.531932+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,gamma,True,20.0,2,c-2,8390.0
10700034,2021-06-21 14:23:27.480229+00:00,x,y,2021-07-11 04:00:00+00:00,2021-07-11 06:00:00+00:00,alpha,True,15.0,1,a-1,9497.0
16363002,2021-07-29 05:26:52.449577+00:00,x,y,2021-10-25 14:00:00+00:00,2021-10-25 16:00:00+00:00,gamma,True,20.0,2,c-4,13560.0
5006875,2021-04-20 14:03:57.143400+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,gamma,True,0.0,0,c-2,7820.0
19500200,2021-08-16 19:10:11.751295+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,True,20.0,1,a-9,25345.0
17222467,2021-08-05 11:25:20.803640+00:00,x,y,2021-08-24 11:00:00+00:00,2021-08-24 12:55:00+00:00,beta,True,20.0,0,b-69,6870.0
875972,2021-01-25 18:29:25.619339+00:00,x,y,2021-01-28 13:00:00+00:00,2021-01-28 15:00:00+00:00,alpha,True,0.0,0,a-5,8739.0
12401418,2021-07-02 18:14:05.552645+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,True,35.0,1,a-9,10545.0
11989492,2021-06-30 13:13:35.671141+00:00,x,y,2021-07-13 10:00:00+00:00,2021-07-13 12:00:00+00:00,alpha,True,15.0,1,a-7,7900.0
19331635,2021-08-15 20:25:42.380097+00:00,x,y,2021-08-16 17:00:00+00:00,2021-08-16 18:59:00+00:00,gamma,True,20.0,1,c-6,8525.0
4692958,2021-04-17 15:36:03.358849+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 06:55:00+00:00,beta,True,40.0,0,b-1,9956.0
14207867,2021-07-13 06:26:01.661108+00:00,x,y,2021-07-15 13:00:00+00:00,2021-07-15 15:00:00+00:00,alpha,True,15.0,1,a-9,14945.0
13559363,2021-07-08 20:56:41.002778+00:00,x,y,2021-08-06 17:00:00+00:00,2021-08-06 18:59:00+00:00,gamma,True,20.0,1,c-6,10285.0
20752423,2021-08-24 09:26:23.367991+00:00,x,y,2021-10-03 13:00:00+00:00,2021-10-03 15:00:00+00:00,alpha,True,20.0,1,a-9,7524.0
813845,2021-01-24 07:58:43.255595+00:00,x,y,2021-01-29 16:00:00+00:00,2021-01-29 18:10:00+00:00,alpha,True,0.0,0,a-7,8739.0
8284146,2021-05-31 18:01:37.823089+00:00,x,y,2021-06-09 05:00:00+00:00,2021-06-09 07:00:00+00:00,gamma,True,20.0,2,c-2,11900.0
1478785,2021-02-09 20:23:50.926454+00:00,x,y,2021-03-08 17:00:00+00:00,2021-03-08 18:59:00+00:00,gamma,True,32.0,1,c-6,8900.0
14074641,2021-07-12 08:24:23.910943+00:00,x,y,2021-07-31 09:45:00+00:00,2021-07-31 11:45:00+00:00,gamma,True,20.0,1,c-2,12050.0
5639538,2021-04-27 04:44:39.145529+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,gamma,True,20.0,2,c-2,10655.0
18695624,2021-08-12 14:46:08.183294+00:00,x,y,2021-08-14 04:40:00+00:00,2021-08-14 06:40:00+00:00,omega,True,20.0,1,d-1,7950.0
3774828,2021-03-24 14:18:30.534371+00:00,x,y,2021-03-27 15:30:00+00:00,2021-03-27 17:30:00+00:00,alpha,True,15.0,1,a-7,9798.0
6885132,2021-05-15 23:39:03.274625+00:00,x,y,2021-06-22 05:00:00+00:00,2021-06-22 07:00:00+00:00,gamma,True,20.0,1,c-2,9655.0
1942813,2021-02-20 13:57:54.910265+00:00,x,y,2021-02-25 14:00:00+00:00,2021-02-25 15:55:00+00:00,beta,True,20.0,0,b-9,11504.0
369889,2021-01-11 09:41:46.476455+00:00,x,y,2021-02-05 05:00:00+00:00,2021-02-05 07:00:00+00:00,gamma,True,32.0,1,c-2,9150.0
7165555,2021-05-19 07:06:20.608935+00:00,x,y,2021-06-17 05:00:00+00:00,2021-06-17 07:00:00+00:00,gamma,True,20.0,2,c-2,8765.0
10809004,2021-06-22 11:46:39.342979+00:00,x,y,2021-08-07 05:00:00+00:00,2021-08-07 06:55:00+00:00,beta,True,40.0,0,b-1,8013.0
3470519,2021-03-18 09:01:47.436770+00:00,x,y,2021-03-29 14:00:00+00:00,2021-03-29 15:55:00+00:00,beta,True,40.0,0,b-9,9852.0
15819907,2021-07-25 08:20:04.128131+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,35.0,1,a-7,14645.0
11334568,2021-06-26 10:21:54.751970+00:00,x,y,2021-07-02 13:00:00+00:00,2021-07-02 15:00:00+00:00,alpha,True,15.0,1,a-9,9497.0
9580615,2021-06-12 16:56:22.563364+00:00,x,y,2021-06-15 17:00:00+00:00,2021-06-15 18:59:00+00:00,gamma,True,20.0,1,c-6,6900.0
12681874,2021-07-04 08:14:05.881877+00:00,x,y,2021-07-10 13:00:00+00:00,2021-07-10 15:00:00+00:00,alpha,True,15.0,1,a-9,11245.0
1139198,2021-02-01 13:46:44.179221+00:00,x,y,2021-02-05 17:00:00+00:00,2021-02-05 18:59:00+00:00,gamma,True,32.0,1,c-6,9150.0
7395257,2021-05-21 13:44:11.995667+00:00,x,y,2021-06-04 17:00:00+00:00,2021-06-04 18:59:00+00:00,gamma,True,20.0,2,c-6,9025.0
9244580,2021-06-09 19:38:47.213108+00:00,x,y,2021-06-22 14:00:00+00:00,2021-06-22 15:55:00+00:00,beta,True,20.0,0,b-9,10078.0
12651477,2021-07-04 05:00:04.479901+00:00,x,y,2021-08-03 05:00:00+00:00,2021-08-03 06:55:00+00:00,beta,True,40.0,0,b-1,8140.0
20027324,2021-08-19 17:06:26.028204+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,1,c-6,8750.0
6607364,2021-05-11 07:51:09.118227+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,alpha,True,35.0,1,a-1,6995.0
4311234,2021-04-06 08:03:21.156025+00:00,x,y,2021-04-12 05:00:00+00:00,2021-04-12 07:00:00+00:00,gamma,True,20.0,1,c-2,8395.0
18997842,2021-08-14 04:42:34.815736+00:00,x,y,2021-08-15 14:00:00+00:00,2021-08-15 15:55:00+00:00,beta,True,40.0,0,b-9,11850.0
12550620,2021-07-03 13:45:02.774267+00:00,x,y,2021-07-20 14:00:00+00:00,2021-07-20 16:00:00+00:00,gamma,True,20.0,2,c-4,9750.0
13825452,2021-07-10 15:48:47.285199+00:00,x,y,2021-07-30 11:00:00+00:00,2021-07-30 12:55:00+00:00,beta,True,40.0,0,b-69,9160.0
11006169,2021-06-24 02:09:15.327047+00:00,x,y,2021-07-18 07:00:00+00:00,2021-07-18 09:00:00+00:00,alpha,True,15.0,1,a-5,9497.0
7007536,2021-05-17 09:23:57.747423+00:00,x,y,2021-06-02 10:00:00+00:00,2021-06-02 12:00:00+00:00,alpha,True,15.0,1,a-9,5901.0
9092281,2021-06-08 11:18:17.845332+00:00,x,y,2021-06-13 10:05:00+00:00,2021-06-13 12:00:00+00:00,alpha,True,35.0,1,a-7,13277.0
13267670,2021-07-07 07:43:07.684838+00:00,x,y,2021-07-08 17:00:00+00:00,2021-07-08 18:59:00+00:00,gamma,True,20.0,2,c-6,11425.0
7422276,2021-05-21 19:13:58.878150+00:00,x,y,2021-05-24 11:00:00+00:00,2021-05-24 13:00:00+00:00,gamma,True,20.0,2,c-4,9025.0
11374711,2021-06-26 15:58:38.131410+00:00,x,y,2021-06-27 17:00:00+00:00,2021-06-27 18:59:00+00:00,gamma,True,20.0,1,c-6,19360.0
17249159,2021-08-05 14:51:11.617246+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,gamma,True,20.0,1,c-2,8750.0
10191480,2021-06-17 09:01:47.081246+00:00,x,y,2021-06-22 17:00:00+00:00,2021-06-22 18:59:00+00:00,gamma,True,20.0,2,c-6,7620.0
4965524,2021-04-20 08:44:11.532029+00:00,x,y,2021-04-20 13:30:00+00:00,2021-04-20 15:30:00+00:00,alpha,True,15.0,1,a-5,9497.0
8034611,2021-05-29 14:20:45.514866+00:00,x,y,2021-06-03 05:00:00+00:00,2021-06-03 07:00:00+00:00,alpha,True,15.0,1,a-1,7124.0
10579107,2021-06-20 14:04:33.769622+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,True,20.0,1,c-6,6620.0
2316842,2021-02-28 10:23:01.728307+00:00,x,y,2021-03-25 08:00:00+00:00,2021-03-25 09:55:00+00:00,beta,True,20.0,0,b-67,11452.0
18184395,2021-08-10 11:54:29.199368+00:00,x,y,2021-08-22 10:35:00+00:00,2021-08-22 12:35:00+00:00,omega,True,20.0,1,d-3,19000.0
20264798,2021-08-21 05:21:47.985924+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 16:00:00+00:00,gamma,True,20.0,2,c-4,8500.0
11370098,2021-06-26 15:22:12.820644+00:00,x,y,2021-07-10 10:00:00+00:00,2021-07-10 12:00:00+00:00,alpha,True,15.0,1,a-7,9497.0
14563366,2021-07-15 12:33:47.288885+00:00,x,y,2021-07-18 05:00:00+00:00,2021-07-18 06:55:00+00:00,beta,True,40.0,0,b-1,19860.0
8096579,2021-05-30 07:55:45.849494+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 13:00:00+00:00,gamma,True,20.0,2,c-4,11900.0
16775395,2021-08-01 15:00:48.629047+00:00,x,y,2021-08-02 16:00:00+00:00,2021-08-02 18:00:00+00:00,alpha,True,35.0,1,a-23,10545.0
10800754,2021-06-22 10:29:56.691433+00:00,x,y,2021-07-12 16:00:00+00:00,2021-07-12 18:00:00+00:00,alpha,True,15.0,1,a-23,9497.0
324299,2021-01-09 19:09:24.275345+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 07:00:00+00:00,gamma,True,32.0,1,c-2,9405.0
5532408,2021-04-25 18:40:55.617222+00:00,x,y,2021-05-02 05:00:00+00:00,2021-05-02 07:00:00+00:00,gamma,True,20.0,1,c-2,7390.0
14696869,2021-07-16 11:55:13.077346+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,gamma,True,20.0,2,c-2,11285.0
10618017,2021-06-20 20:35:23.301991+00:00,x,y,2021-07-03 17:00:00+00:00,2021-07-03 18:59:00+00:00,gamma,True,20.0,2,c-6,8500.0
2758336,2021-03-07 06:13:35.546593+00:00,x,y,2021-03-16 11:00:00+00:00,2021-03-16 13:00:00+00:00,gamma,True,20.0,1,c-4,7390.0
17170376,2021-08-05 02:27:09.066967+00:00,x,y,2021-09-05 17:05:00+00:00,2021-09-05 19:05:00+00:00,omega,True,20.0,1,d-5,6870.0
8413890,2021-06-01 18:51:40.475069+00:00,x,y,2021-06-21 13:00:00+00:00,2021-06-21 15:00:00+00:00,alpha,True,15.0,1,a-9,9403.0
21645275,2021-08-31 02:14:15.085904+00:00,x,y,2021-08-31 17:05:00+00:00,2021-08-31 19:05:00+00:00,omega,True,20.0,1,d-5,10205.0
